Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
9_607.5_3,9,607.5,3,2.25,-0.027466586,-0.003782399,0.23486054,-0.001514159,-0.018205044,-0.000851436,5.015073,-0.5628907,5.13499,-0.3224727,-0.4045564,0.1372459,,,,,,,
9_618.75_3,9,618.75,3,2.75,-0.037746916,-0.00089324,0.316344415,-0.002127684,-0.023851059,-0.000672996,4.522427,-0.5183904,4.504281,-0.1808449,-0.3862777,0.05028684,,,,,,,
9_630_3,9,630,3,3,-0.046062556,0.001806794,0.377265953,-0.002684268,-0.027411279,-0.000701501,4.53204,-0.5310499,4.349191,-0.1568629,-0.4126053,0.009190232,,,,,,,
9_637.5_3,9,637.5,3,2.5,-0.032645386,-0.003385946,0.278451999,-0.001820966,-0.021450147,-0.000887299,4.815795,-0.5425101,4.900572,-0.2734785,-0.3964289,0.1072389,,,,,,,
9_641.25_3,9,641.25,3,2.25,-0.029826337,-0.004667265,0.254056359,-0.001606322,-0.019520036,-0.000969798,5.42377,-0.6126778,5.504928,-0.3631082,-0.4287461,0.1608681,,,,,,,
9_660.0_3,9,660,3,2.75,-0.038320321,-0.002523375,0.325282015,-0.002156942,-0.024843018,-0.000873155,4.649137,-0.5267273,4.690639,-0.2255238,-0.3901974,0.07798888,,,,,,,
9_675_3,9,675,3,3,-0.044815688,-0.001001319,0.376478165,-0.002531255,-0.028379509,-0.000796005,4.521276,-0.5179554,4.502544,-0.1779192,-0.3867688,0.04808246,,,,,,,
9_675.0_3,9,675,3,2.5,-0.033818681,-0.004670853,0.2899527,-0.001866012,-0.022469573,-0.001051068,5.013493,-0.5625507,5.132427,-0.3184814,-0.4049171,0.1345427,,,,,,,
9_675.0_3,9,675,3,2.25,-0.01752201,-0.009452362,0.158627357,-0.001665656,-0.014679701,-0.001528223,3.380044,-0.3528458,4.13397,-0.5490408,-0.4398736,0.2847812,,,,,,,
9_701.25_3,9,701.25,3,2.75,-0.039377546,-0.004089543,0.336778534,-0.002199469,-0.025938904,-0.001072485,4.812314,-0.5417687,4.896549,-0.2701966,-0.3965692,0.1050356,,,,,,,
9_712.5_3,9,712.5,3,2.5,-0.036727776,-0.005775792,0.313613887,-0.001979999,-0.024082688,-0.001198515,5.421478,-0.6123356,5.49997,-0.3591314,-0.4292332,0.1581698,,,,,,,
9_720_3,9,720,3,3,-0.045467731,-0.002974096,0.38696025,-0.002563162,-0.029548679,-0.001035853,4.646141,-0.5259446,4.68712,-0.2226114,-0.3902926,0.07600664,,,,,,,
9_742.5_3,9,742.5,3,2.75,-0.040803671,-0.005656488,0.350803364,-0.002252793,-0.027176981,-0.001270181,5.01159,-0.5619044,5.129284,-0.3147957,-0.4049162,0.1322954,,,,,,,
9_750.0_3,9,750,3,2.5,-0.021382866,-0.011776429,0.194550553,-0.002047531,-0.018038574,-0.001899461,3.357107,-0.3496877,4.114,-0.5464383,-0.4393038,0.2826664,,,,,,,
9_240_5,9,240,5,2,-0.017937998,-0.002037316,0.118783523,-0.001106642,-0.007564433,-0.00031042,3.21632,-0.4607672,2.701883,-0.1326446,-0.3873938,0.06920787,,,,,,,
9_240_5,9,240,5,1,-0.005633769,-0.00161579,0.04603749,-0.000312804,-0.003565588,-0.000227988,4.992109,-0.5652358,5.100137,-0.4229117,-0.4164508,0.2429297,,,,,,,
9_243.75_5,9,243.75,5,1.25,-0.008551331,-0.00136999,0.066280217,-0.000506992,-0.004785335,-0.000254245,4.600727,-0.5524096,4.380342,-0.293248,-0.4439296,0.1341448,,,,,,,
9_255_5,9,255,5,1,-0.005813983,-0.001873333,0.04797341,-0.00032142,-0.003746389,-0.000260772,5.199758,-0.5837876,5.356657,-0.4800323,-0.4259843,0.2778978,,,,,,,
9_262.5_5,9,262.5,5,1.75,-0.014554945,-0.001617275,0.105643303,-0.000882249,-0.007159118,-0.000291115,3.737338,-0.4863389,3.341291,-0.1684045,-0.4002274,0.07841144,,,,,,,
9_262.5_5,9,262.5,5,1.5,-0.011683456,-0.001592208,0.088494508,-0.000706577,-0.006226535,-0.000287973,4.263502,-0.5277739,3.95677,-0.2283574,-0.4335597,0.1054376,,,,,,,
9_262.5_5,9,262.5,5,1.25,-0.008771516,-0.001452012,0.069130452,-0.000509231,-0.005086768,-0.000294397,4.797049,-0.5669155,4.655198,-0.3381744,-0.4436255,0.145022,,,,,,,
9_270.0_5,9,270,5,2.25,-0.022652911,-0.002544287,0.150478448,-0.001402067,-0.009586669,-0.000388891,3.217904,-0.461022,2.704753,-0.1302193,-0.3881877,0.06768499,,,,,,,
9_270_5,9,270,5,2,-0.018088965,-0.001884969,0.126856969,-0.001112461,-0.008361658,-0.000329347,3.434448,-0.4643843,2.986757,-0.1439429,-0.387938,0.06836781,,,,,,,
9_270.0_5,9,270,5,1.5,-0.011842668,-0.00168315,0.090464032,-0.000715776,-0.006405733,-0.000305437,4.358097,-0.5347912,4.070405,-0.241822,-0.4386844,0.1114842,,,,,,,
9_270_5,9,270,5,1,-0.006107014,-0.002150469,0.050685635,-0.000333715,-0.003966958,-0.00029356,5.491604,-0.614025,5.670062,-0.5370973,-0.4407661,0.3148696,,,,,,,
9_281.25_5,9,281.25,5,1.25,-0.008855247,-0.001870626,0.07120533,-0.000495707,-0.005389737,-0.00031527,4.938636,-0.5722191,4.932051,-0.3649823,-0.428689,0.1839325,,,,,,,
9_285_5,9,285,5,1,-0.005914463,-0.002646878,0.049731622,-0.000341389,-0.00392939,-0.00033997,5.38272,-0.5962393,5.611478,-0.6191423,-0.4476664,0.3798896,,,,,,,
9_292.5_5,9,292.5,5,1.5,-0.012244813,-0.001879898,0.095523692,-0.000729565,-0.006904487,-0.0003645,4.600545,-0.5528885,4.386451,-0.2867062,-0.4452259,0.1261318,,,,,,,
9_300.0_5,9,300,5,2.5,-0.027906019,-0.00309352,0.185901798,-0.001732596,-0.011847622,-0.000475169,3.218858,-0.4610674,2.706897,-0.1280008,-0.3888825,0.06619942,,,,,,,
9_300_5,9,300,5,2,-0.018973214,-0.002042568,0.138225604,-0.001154689,-0.009368713,-0.000376238,3.741894,-0.4870639,3.346521,-0.1647238,-0.401753,0.07511035,,,,,,,
9_300.0_5,9,300,5,1.25,-0.008793092,-0.002511369,0.072109484,-0.000489186,-0.005585827,-0.000356409,4.999163,-0.5697039,5.109876,-0.4120398,-0.4201253,0.2341766,,,,,,,
9_300_5,9,300,5,1,-0.003541878,-0.002994396,0.028948202,-0.000401804,-0.003028637,-0.000446749,3.116045,-0.3383867,4.308678,-0.8156439,-0.5254443,0.4554864,,,,,,,
9_303.75_5,9,303.75,5,2.25,-0.022840163,-0.002315863,0.160696799,-0.001409317,-0.010595933,-0.000412503,3.435985,-0.4645964,2.989609,-0.1411174,-0.3888079,0.06584023,,,,,,,
9_306.25_5,9,306.25,5,1.75,-0.015865303,-0.002104119,0.120692141,-0.000965458,-0.008493615,-0.000389055,4.269175,-0.52899,3.963661,-0.2234135,-0.4363673,0.1009468,,,,,,,
9_315.0_5,9,315,5,1.75,-0.016082823,-0.002233554,0.123359334,-0.00097794,-0.008736032,-0.000412918,4.36324,-0.5361022,4.076559,-0.2367405,-0.4415292,0.1070796,,,,,,,
9_315.0_5,9,315,5,1.5,-0.012582014,-0.002094316,0.099747162,-0.000733252,-0.007339888,-0.000421566,4.802559,-0.5683804,4.662107,-0.3302935,-0.4454584,0.1413939,,,,,,,
9_318.75_5,9,318.75,5,1.25,-0.009080521,-0.002921077,0.075174628,-0.000502414,-0.005870105,-0.000408191,5.209676,-0.588735,5.36808,-0.4685701,-0.4297585,0.268853,,,,,,,
9_330.0_5,9,330,5,2.75,-0.033692849,-0.003681192,0.225044042,-0.00209826,-0.014347023,-0.000568913,3.21929,-0.4609374,2.708497,-0.1259386,-0.3894965,0.06475266,,,,,,,
9_337.5_5,9,337.5,5,2.5,-0.02813576,-0.002777853,0.198530431,-0.001741597,-0.013094391,-0.000503969,3.43712,-0.4646484,2.991847,-0.1385696,-0.3896061,0.06356914,,,,,,,
9_337.5_5,9,337.5,5,2.25,-0.023973109,-0.002502029,0.175193696,-0.001464342,-0.011875956,-0.000471133,3.745638,-0.4875991,3.350805,-0.1614703,-0.403142,0.07218705,,,,,,,
9_337.5_5,9,337.5,5,1.5,-0.012700659,-0.002678879,0.102563714,-0.000714038,-0.007769901,-0.00045165,4.936027,-0.5737394,4.934869,-0.3563611,-0.4309786,0.1782639,,,,,,,
9_337.5_5,9,337.5,5,1.25,-0.009554651,-0.003361761,0.079551268,-0.000522185,-0.006221228,-0.000459709,5.511176,-0.6202094,5.687434,-0.5248036,-0.4453739,0.3055018,,,,,,,
9_341.25_5,9,341.25,5,1.75,-0.016604067,-0.002476119,0.130168143,-0.000994644,-0.009411846,-0.000494175,4.602807,-0.5534836,4.391086,-0.2814944,-0.4472737,0.1204325,,,,,,,
9_350_5,9,350,5,2,-0.020672772,-0.002672486,0.157855944,-0.001264979,-0.011110538,-0.000504148,4.272776,-0.5296314,3.968244,-0.2191595,-0.4386362,0.09716061,,,,,,,
9_356.25_5,9,356.25,5,1.25,-0.008006521,-0.004426743,0.067973621,-0.000511972,-0.005546829,-0.000559399,4.700811,-0.5185478,5.063229,-0.6383398,-0.4309126,0.396127,,,,,,,
9_360_5,9,360,5,3,-0.040012643,-0.004306488,0.267901228,-0.002498993,-0.017084288,-0.000669972,3.21936,-0.4607079,2.709633,-0.1240213,-0.3900308,0.06337642,,,,,,,
9_360_5,9,360,5,2,-0.020959028,-0.002847662,0.161345995,-0.001281411,-0.011426828,-0.00053543,4.366977,-0.5368494,4.080995,-0.2323726,-0.4438938,0.1033384,,,,,,,
9_360.0_5,9,360,5,1.5,-0.012636151,-0.003598137,0.103998956,-0.000705696,-0.008056653,-0.000512897,5.003176,-0.5721425,5.115494,-0.4039263,-0.4233375,0.2276903,,,,,,,
9_367.5_5,9,367.5,5,1.75,-0.01706656,-0.002839214,0.135952063,-0.000998543,-0.010004166,-0.000570192,4.80603,-0.5691224,4.666554,-0.3237337,-0.4471494,0.1380319,,,,,,,
9_371.25_5,9,371.25,5,2.75,-0.033971037,-0.003265602,0.240346196,-0.002109269,-0.015856753,-0.000603611,3.437816,-0.4645465,2.993596,-0.1362655,-0.390322,0.06146843,,,,,,,
9_375.0_5,9,375,5,2.5,-0.029552208,-0.002995096,0.216545886,-0.001811405,-0.014680517,-0.000575615,3.748721,-0.4879796,3.354288,-0.1585655,-0.4044312,0.06959913,,,,,,,
9_375.0_5,9,375,5,1.25,-0.00530666,-0.004675505,0.043009514,-0.000631681,-0.0046208,-0.000707954,2.961284,-0.327449,4.206026,-0.8062944,-0.5340956,0.4415387,,,,,,,
9_382.5_5,9,382.5,5,1.5,-0.013050893,-0.00419669,0.108436454,-0.000724587,-0.008467141,-0.000587929,5.214877,-0.5912783,5.374452,-0.4599852,-0.4330941,0.2621982,,,,,,,
9_390_5,9,390,5,2,-0.021619079,-0.003145821,0.170196768,-0.001301269,-0.012305842,-0.000642342,4.605335,-0.5538365,4.394134,-0.2769452,-0.4490888,0.1157794,,,,,,,
9_393.75_5,9,393.75,5,2.25,-0.026103239,-0.003290523,0.199971809,-0.001604898,-0.014077101,-0.000633004,4.274869,-0.5299207,3.971398,-0.2154442,-0.4404332,0.09382183,,,,,,,
9_393.75_5,9,393.75,5,1.75,-0.017232231,-0.003603223,0.139687713,-0.000972916,-0.01058628,-0.000611915,4.936132,-0.5747096,4.937746,-0.3496009,-0.433135,0.1729128,,,,,,,
9_405_5,9,405,5,3,-0.04034893,-0.003780543,0.286154572,-0.002512505,-0.018882884,-0.000711265,3.438358,-0.4644,2.994973,-0.1341657,-0.3909905,0.05956626,,,,,,,
9_405.0_5,9,405,5,2.25,-0.026464682,-0.003520724,0.204399126,-0.001625925,-0.014476685,-0.000672744,4.369263,-0.5371577,4.08392,-0.2285764,-0.445797,0.1000756,,,,,,,
9_405.0_5,9,405,5,1.5,-0.013755581,-0.004841219,0.114919494,-0.000753896,-0.008980494,-0.000662171,5.525071,-0.6238991,5.698734,-0.5154535,-0.4494744,0.2987537,,,,,,,
9_412.5_5,9,412.5,5,2.75,-0.035706154,-0.003517564,0.262267905,-0.002195899,-0.017781523,-0.000689534,3.751093,-0.4881997,3.357007,-0.1559595,-0.4056083,0.06725648,,,,,,,
9_420_5,9,420,5,2,-0.022220456,-0.003684366,0.177711576,-0.001305171,-0.013077635,-0.000739949,4.807447,-0.5693984,4.6689,-0.3181636,-0.4486606,0.1350202,,,,,,,
9_420.0_5,9,420,5,1.75,-0.017160797,-0.004872877,0.141705759,-0.000962528,-0.010978262,-0.000697063,5.005675,-0.5735383,5.119159,-0.3974354,-0.4261276,0.2225619,,,,,,,
9_427.5_5,9,427.5,5,1.5,-0.009400359,-0.005955801,0.082550787,-0.000719133,-0.007236815,-0.000822162,3.959527,-0.4192517,4.583365,-0.642847,-0.4219877,0.3719652,,,,,,,
9_437.5_5,9,437.5,5,2.5,-0.03215645,-0.003955583,0.247034892,-0.001985123,-0.017392645,-0.000775531,4.276005,-0.5300247,3.973505,-0.2121821,-0.441875,0.09083994,,,,,,,
9_438.75_5,9,438.75,5,2.25,-0.027261838,-0.003797053,0.215417518,-0.001649917,-0.015579373,-0.000810807,4.603622,-0.5534847,4.394234,-0.273607,-0.4507816,0.1100043,,,,,,,
9_446.25_5,9,446.25,5,1.75,-0.01772643,-0.005704661,0.147762916,-0.000987973,-0.011537713,-0.000799436,5.218025,-0.5927553,5.378484,-0.4530518,-0.4359284,0.2572207,,,,,,,
9_450_5,9,450,5,3,-0.04243581,-0.004065211,0.31236327,-0.002617745,-0.021179664,-0.000812629,3.753006,-0.4883313,3.359291,-0.1535849,-0.4066619,0.06509729,,,,,,,
9_450.0_5,9,450,5,2.5,-0.032597894,-0.004247524,0.252498329,-0.002011168,-0.017884637,-0.000824687,4.370336,-0.5372088,4.085705,-0.2252367,-0.4472914,0.09714753,,,,,,,
9_450_5,9,450,5,2,-0.022453866,-0.004631238,0.182597056,-0.001272456,-0.013839829,-0.000796236,4.937797,-0.5754799,4.940692,-0.3442245,-0.4350889,0.1678408,,,,,,,
9_450.0_5,9,450,5,1.5,-0.007399867,-0.006745758,0.059623516,-0.000912959,-0.006537898,-0.001030372,2.849827,-0.3193029,4.131978,-0.7997109,-0.5399759,0.4320709,,,,,,,
9_472.5_5,9,472.5,5,2.25,-0.028045458,-0.004628091,0.225034338,-0.001653425,-0.016560579,-0.000930869,4.808012,-0.5694884,4.67021,-0.3134382,-0.4500672,0.1323443,,,,,,,
9_472.5_5,9,472.5,5,1.75,-0.018702333,-0.00658797,0.15674542,-0.001028408,-0.012241827,-0.000900993,5.533782,-0.6260729,5.705289,-0.5081351,-0.4527341,0.2935946,,,,,,,
9_480_5,9,480,5,2,-0.022364246,-0.006337519,0.185213963,-0.001259273,-0.01434904,-0.00090888,5.006894,-0.5743324,5.121129,-0.3921412,-0.4283601,0.2184762,,,,,,,
9_481.25_5,9,481.25,5,2.75,-0.038826522,-0.004668356,0.299025098,-0.002405296,-0.021055747,-0.000931482,4.276286,-0.5299496,3.974686,-0.2092708,-0.4429917,0.08820143,,,,,,,
9_487.5_5,9,487.5,5,2.5,-0.033562145,-0.004485185,0.265993228,-0.002041614,-0.019234177,-0.000998566,4.602777,-0.5532985,4.393275,-0.2707494,-0.4525731,0.1049472,,,,,,,
9_495.0_5,9,495,5,2.75,-0.039354483,-0.005025503,0.305623638,-0.002436621,-0.021649542,-0.000991068,4.370425,-0.537068,4.086584,-0.2222627,-0.4483996,0.09450304,,,,,,,
9_498.75_5,9,498.75,5,1.75,-0.012031677,-0.008634649,0.10720759,-0.001047022,-0.009674769,-0.001171159,3.7751,-0.3939775,4.49967,-0.660886,-0.4558275,0.3873509,,,,,,,
9_506.25_5,9,506.25,5,2.25,-0.028362284,-0.005763022,0.231278719,-0.00161281,-0.017529775,-0.001004652,4.939734,-0.5760429,4.943225,-0.3398641,-0.4368559,0.1632637,,,,,,,
9_510_5,9,510,5,2,-0.023101184,-0.007441327,0.193129041,-0.001291845,-0.015078109,-0.001043,5.219368,-0.5935503,5.379889,-0.4474544,-0.4380558,0.253269,,,,,,,
9_525_5,9,525,5,3,-0.046114697,-0.005425802,0.355946723,-0.002865391,-0.02506695,-0.001100768,4.276125,-0.5297913,3.975383,-0.2066574,-0.4438767,0.08582344,,,,,,,
9_525.0_5,9,525,5,2.5,-0.034537557,-0.005663655,0.277903068,-0.002042947,-0.020451588,-0.00114298,4.807815,-0.569422,4.670611,-0.3094083,-0.4512594,0.1298715,,,,,,,
9_525.0_5,9,525,5,1.75,-0.009832956,-0.009214084,0.079037595,-0.001242794,-0.008791052,-0.001414563,2.774932,-0.3135317,4.081562,-0.7948538,-0.5429563,0.4253125,,,,,,,
9_536.25_5,9,536.25,5,2.75,-0.040514813,-0.005228126,0.321900661,-0.002474898,-0.023272996,-0.001204954,4.602099,-0.5531358,4.392318,-0.2681675,-0.4540489,0.1008007,,,,,,,
9_540_5,9,540,5,3,-0.046728116,-0.005853997,0.363751497,-0.002901818,-0.025769718,-0.001171709,4.369669,-0.536755,4.086648,-0.2195896,-0.4491707,0.09211759,,,,,,,
9_540.0_5,9,540,5,2.25,-0.028237607,-0.007992196,0.234501928,-0.001595231,-0.018165882,-0.001148243,5.006978,-0.5746237,5.121321,-0.3877193,-0.4299896,0.2151535,,,,,,,
9_540_5,9,540,5,2,-0.024384254,-0.008599869,0.20496367,-0.001344708,-0.016001106,-0.001176224,5.537855,-0.6271767,5.707893,-0.5022662,-0.4550129,0.2894573,,,,,,,
9_562.5_5,9,562.5,5,2.5,-0.034953915,-0.006990126,0.285753867,-0.00199404,-0.021655389,-0.001237181,4.94205,-0.5764016,4.945234,-0.3362623,-0.4384439,0.1590413,,,,,,,
9_570_5,9,570,5,2,-0.014452388,-0.010954421,0.12701985,-0.001352155,-0.011825348,-0.001541761,3.422075,-0.3625613,4.20858,-0.6601881,-0.4521673,0.3750002,,,,,,,
9_573.75_5,9,573.75,5,2.25,-0.029162525,-0.009406354,0.244516742,-0.001635731,-0.01908422,-0.001318858,5.219398,-0.5937304,5.37886,-0.4428987,-0.4395874,0.2500575,,,,,,,
9_577.5_5,9,577.5,5,2.75,-0.041688213,-0.006787603,0.336287708,-0.002473021,-0.024747841,-0.001376197,4.806789,-0.5691645,4.669979,-0.3059253,-0.4521468,0.1275686,,,,,,,
9_585_5,9,585,5,3,-0.048107485,-0.006018287,0.383055059,-0.002949996,-0.027692695,-0.001429016,4.600523,-0.552844,4.390913,-0.2657042,-0.4553193,0.09725775,,,,,,,
9_600.0_5,9,600,5,2.5,-0.034773652,-0.009835382,0.289552113,-0.00197009,-0.022426455,-0.001415226,5.006187,-0.5745361,5.120095,-0.3839859,-0.431159,0.2123713,,,,,,,
9_600_5,9,600,5,2,-0.01254996,-0.012061961,0.100935204,-0.001620282,-0.011353153,-0.001858966,2.71278,-0.3077555,4.035426,-0.7904754,-0.5442352,0.4196823,,,,,,,
9_607.5_5,9,607.5,5,2.25,-0.030776187,-0.010874109,0.259454782,-0.001701698,-0.020250392,-0.001488037,5.536998,-0.6272034,5.706304,-0.4975066,-0.4563834,0.2860216,,,,,,,
9_618.75_5,9,618.75,5,2.75,-0.042225337,-0.008307131,0.346044824,-0.002416322,-0.026215547,-0.001493772,4.944771,-0.5765793,4.946656,-0.3332257,-0.439896,0.1551296,,,,,,,
9_630_5,9,630,5,3,-0.049488705,-0.007997789,0.400158252,-0.002943022,-0.029447253,-0.001630263,4.804979,-0.5687098,4.668464,-0.3028496,-0.4527284,0.1254301,,,,,,,
9_637.5_5,9,637.5,5,2.5,-0.035893467,-0.011591074,0.301884806,-0.002019204,-0.023554728,-0.001627311,5.218067,-0.5933051,5.376401,-0.4391753,-0.4406431,0.2472435,,,,,,,
9_641.25_5,9,641.25,5,2.25,-0.018407627,-0.014202762,0.16189315,-0.001740944,-0.015240749,-0.00200398,3.445373,-0.3664984,4.285313,-0.6694528,-0.4621044,0.3780025,,,,,,,
9_660.0_5,9,660,5,2.75,-0.041961415,-0.011866434,0.350333935,-0.002383228,-0.027128002,-0.001709447,5.004537,-0.5740979,5.117663,-0.3807195,-0.4319132,0.2099953,,,,,,,
9_675_5,9,675,5,3,-0.050162667,-0.009730418,0.412091299,-0.00287922,-0.031205876,-0.001773817,4.946879,-0.5764874,4.946999,-0.3305348,-0.4411428,0.1517593,,,,,,,
9_675.0_5,9,675,5,2.5,-0.037890604,-0.013410611,0.320358976,-0.002099694,-0.024994238,-0.001835869,5.536206,-0.626916,5.703806,-0.4934065,-0.4573104,0.2831085,,,,,,,
9_675.0_5,9,675,5,2.25,-0.01555333,-0.015271474,0.125335468,-0.002045904,-0.014230969,-0.002363551,2.66132,-0.3024596,3.996532,-0.7866086,-0.5447987,0.4146102,,,,,,,
9_701.25_5,9,701.25,5,2.75,-0.043301309,-0.014005705,0.365224408,-0.002441559,-0.028489607,-0.001966824,5.215967,-0.5926828,5.373308,-0.4357754,-0.4412676,0.2448965,,,,,,,
9_712.5_5,9,712.5,5,2.5,-0.022787356,-0.018022409,0.200932399,-0.002194026,-0.019079818,-0.002520982,3.463214,-0.3685518,4.345336,-0.6754422,-0.4736112,0.3831965,,,,,,,
9_720_5,9,720,5,3,-0.049796305,-0.014084723,0.416822914,-0.002834002,-0.032269241,-0.002030462,5.002184,-0.5734248,5.114456,-0.3777669,-0.4323059,0.2079256,,,,,,,
9_742.5_5,9,742.5,5,2.75,-0.045718054,-0.016206798,0.387650177,-0.002537923,-0.0302302,-0.002219225,5.53512,-0.6263437,5.700499,-0.4897428,-0.4578182,0.2805635,,,,,,,
9_750.0_5,9,750,5,2.5,-0.018867857,-0.01884808,0.152346276,-0.002520146,-0.017439501,-0.002928227,2.620067,-0.2981466,3.96697,-0.7831578,-0.5450957,0.4101988,,,,,,,
11_240_-7,11,240,-7,2,-0.016498034,0.013511278,0.09026734,-0.000709671,-0.005394867,0.000679257,2.452595,-0.4334014,1.939941,0.2256205,-0.2494791,-0.3550778,,,,,,,
11_240_-7,11,240,-7,1,-0.004068223,0.002995539,0.026976322,-0.000182,-0.001800443,0.000169868,2.958392,-0.4401478,2.625722,0.1342672,-0.2359043,-0.2522048,,,,,,,
11_243.75_-7,11,243.75,-7,1.25,-0.006394445,0.005031664,0.040840773,-0.000256593,-0.002699962,0.000304507,2.856164,-0.4320069,2.502825,0.2201385,-0.2220293,-0.3101647,,,,,,,
11_255_-7,11,255,-7,1,-0.004195328,0.002900042,0.027566587,-0.00019054,-0.001847713,0.000154449,3.024013,-0.4570452,2.696816,0.09887907,-0.2447585,-0.2325667,,,,,,,
11_262.5_-7,11,262.5,-7,1.75,-0.012866316,0.011286284,0.077147026,-0.000543774,-0.004896662,0.00059664,2.741984,-0.4398748,2.303464,0.2508723,-0.2473483,-0.3813753,,,,,,,
11_262.5_-7,11,262.5,-7,1.5,-0.009690939,0.008351378,0.060609147,-0.000392192,-0.003911977,0.000456612,2.936874,-0.4518131,2.509927,0.2492131,-0.2399469,-0.3747987,,,,,,,
11_262.5_-7,11,262.5,-7,1.25,-0.006179342,0.004915328,0.041046199,-0.000267775,-0.002724085,0.000294598,2.872235,-0.4205968,2.529313,0.1988468,-0.229433,-0.2939817,,,,,,,
11_270.0_-7,11,270,-7,2.25,-0.020852483,0.017110797,0.114373821,-0.000900073,-0.006835261,0.000859457,2.453535,-0.4335822,1.940511,0.2266186,-0.2501722,-0.3558878,,,,,,,
11_270_-7,11,270,-7,2,-0.016535665,0.014221941,0.09575178,-0.000719241,-0.005948163,0.000738748,2.602697,-0.433636,2.139526,0.2428449,-0.2519131,-0.3713488,,,,,,,
11_270.0_-7,11,270,-7,1.5,-0.009737167,0.008335587,0.061374331,-0.000391836,-0.003964356,0.000458702,2.974184,-0.454548,2.54396,0.2482038,-0.2392284,-0.3722959,,,,,,,
11_270_-7,11,270,-7,1,-0.004327311,0.002783587,0.028254421,-0.000201057,-0.001901254,0.000136221,3.100234,-0.4736331,2.77657,0.06022202,-0.2567307,-0.2112285,,,,,,,
11_281.25_-7,11,281.25,-7,1.25,-0.006132139,0.004770449,0.041428117,-0.000274821,-0.002753549,0.00028036,2.900153,-0.4215313,2.560413,0.1724694,-0.2327528,-0.2750242,,,,,,,
11_285_-7,11,285,-7,1,-0.004463099,0.002654679,0.029000555,-0.000212789,-0.001958898,0.000116212,3.182544,-0.4902983,2.861849,0.01929393,-0.2706262,-0.1888185,,,,,,,
11_292.5_-7,11,292.5,-7,1.5,-0.009167077,0.007258361,0.05890189,-0.000372053,-0.003894081,0.000439771,2.855744,-0.4314738,2.502126,0.2262547,-0.2246277,-0.3142082,,,,,,,
11_300.0_-7,11,300,-7,2.5,-0.02571303,0.021138499,0.141327934,-0.001113166,-0.008445879,0.001061363,2.454201,-0.4336758,1.940914,0.2275658,-0.250755,-0.3566043,,,,,,,
11_300_-7,11,300,-7,2,-0.016773112,0.014764281,0.100930366,-0.000713077,-0.006405292,0.000780315,2.74387,-0.4400871,2.304591,0.2531698,-0.2486882,-0.3831188,,,,,,,
11_300.0_-7,11,300,-7,1.25,-0.006292364,0.004676828,0.042173752,-0.00028495,-0.002814361,0.000264857,2.953232,-0.4365019,2.619651,0.1450431,-0.2386545,-0.2594937,,,,,,,
11_300_-7,11,300,-7,1,-0.004602812,0.002519256,0.029783709,-0.000225791,-0.002019064,9.50E-05,3.268627,-0.5072462,2.950475,-0.02337623,-0.2864383,-0.1658232,,,,,,,
11_303.75_-7,11,303.75,-7,2.25,-0.020893043,0.018018169,0.121341401,-0.000913081,-0.007537422,0.000935991,2.604033,-0.4337217,2.140432,0.244429,-0.2529102,-0.3724688,,,,,,,
11_306.25_-7,11,306.25,-7,1.75,-0.013146473,0.011389589,0.082626786,-0.000537138,-0.005333497,0.000622378,2.937835,-0.4515658,2.510717,0.2528701,-0.2420737,-0.3776357,,,,,,,
11_315.0_-7,11,315,-7,1.75,-0.01320577,0.011362914,0.083676521,-0.000536959,-0.005404551,0.000625232,2.975395,-0.4541348,2.544567,0.2520236,-0.2415325,-0.3750481,,,,,,,
11_315.0_-7,11,315,-7,1.5,-0.008803404,0.007075961,0.059115745,-0.000387629,-0.003920935,0.000424399,2.86793,-0.4172068,2.523576,0.2049541,-0.2318556,-0.2978113,,,,,,,
11_318.75_-7,11,318.75,-7,1.25,-0.006491138,0.004514163,0.043113603,-0.000297814,-0.002889979,0.000239205,3.019791,-0.452985,2.691818,0.1097993,-0.2474708,-0.2400416,,,,,,,
11_330.0_-7,11,330,-7,2.75,-0.03107699,0.025593591,0.171120484,-0.001348937,-0.010226179,0.001285049,2.454553,-0.4336822,1.941105,0.2284529,-0.2512492,-0.3572236,,,,,,,
11_337.5_-7,11,337.5,-7,2.5,-0.025753419,0.022266971,0.149948564,-0.001130116,-0.009314095,0.001156968,2.604881,-0.4336944,2.14098,0.2458256,-0.253741,-0.3734478,,,,,,,
11_337.5_-7,11,337.5,-7,2.25,-0.021189285,0.018714479,0.127891553,-0.000905389,-0.008115408,0.000989145,2.744975,-0.4400938,2.30516,0.2551695,-0.2497771,-0.3846252,,,,,,,
11_337.5_-7,11,337.5,-7,1.5,-0.008743468,0.006870247,0.059660295,-0.000396546,-0.003963364,0.000404189,2.895464,-0.4182095,2.55432,0.1798178,-0.2346367,-0.2797147,,,,,,,
11_337.5_-7,11,337.5,-7,1.25,-0.006697014,0.004317944,0.04418015,-0.000313946,-0.002973761,0.000209524,3.095128,-0.469279,2.771206,0.07139972,-0.2594977,-0.2186843,,,,,,,
